carat,cut,color,clarity,depth,table,x,y,z,price
0.78,Ideal,G,VS2,61.7,55.0,5.94,5.89,3.65,3184
0.31,Ideal,H,VVS1,62.3,54.0,4.37,4.4,2.73,687
1.1,Very Good,H,SI1,63.0,57.0,6.5,6.54,4.11,4689
0.31,Ideal,F,VVS1,62.0,55.0,4.33,4.35,2.69,815
1.06,Good,I,SI2,58.7,60.0,6.65,6.71,3.92,3842
1.0,Very Good,G,SI2,62.6,58.0,6.34,6.38,3.98,4725
0.75,Ideal,E,SI1,61.4,56.0,5.83,5.89,3.6,3419
1.01,Ideal,D,SI2,61.2,56.0,6.41,6.46,3.94,4753
0.9,Ideal,H,SI2,62.0,57.0,6.19,6.17,3.83,3516
0.71,Premium,E,SI1,58.9,61.0,5.79,5.75,3.4,2329
0.9,Premium,H,SI1,60.0,56.0,6.33,6.27,3.78,3629
0.53,Ideal,E,VS2,62.8,55.0,5.21,5.17,3.26,1653
0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,499
1.01,Fair,F,VS2,66.1,61.0,6.1,6.04,4.01,4791
1.32,Ideal,I,VVS1,61.0,56.0,7.09,7.07,4.32,8501
1.04,Very Good,G,SI2,60.9,58.0,6.52,6.58,3.99,4200
2.02,Premium,H,SI2,59.9,55.0,8.28,8.17,4.93,15996
0.36,Premium,G,VS1,59.7,59.0,4.61,4.64,2.76,726
1.21,Premium,E,SI2,58.8,58.0,7.07,6.91,4.11,6065
0.32,Ideal,G,VVS2,62.4,56.0,4.42,4.4,2.75,936
0.38,Ideal,E,VS2,60.1,56.0,4.69,4.72,2.83,866
0.42,Very Good,E,SI1,62.7,57.0,4.77,4.83,3.01,773
0.71,Ideal,D,VS2,61.2,57.0,5.73,5.77,3.52,3321
0.9,Very Good,D,SI1,61.8,61.0,6.16,6.2,3.82,4068
0.42,Ideal,G,VVS1,61.1,56.0,4.82,4.87,2.96,1179
0.73,Fair,D,SI1,64.5,56.0,5.7,5.65,3.66,2539
0.38,Ideal,F,VVS1,62.3,54.1,4.63,4.66,2.9,1101
0.3,Ideal,D,SI1,62.0,56.0,4.3,4.34,2.68,552
1.0,Ideal,E,I1,61.8,56.0,6.38,6.43,3.96,3520
1.71,Premium,G,SI2,62.6,57.0,7.66,7.6,4.78,11227
0.4,Premium,D,VS2,61.7,59.0,4.72,4.75,2.92,982
1.19,Ideal,G,SI1,62.3,55.0,6.76,6.81,4.23,6335
0.3,Ideal,G,SI1,61.6,57.0,4.29,4.34,2.66,432
0.72,Ideal,E,SI1,60.9,57.0,5.83,5.86,3.56,2416
1.0,Premium,D,SI1,62.2,58.0,6.45,6.34,3.98,5723
1.01,Very Good,F,VS2,62.8,59.0,6.33,6.41,4.0,6416
0.3,Ideal,H,VVS2,61.2,57.0,4.32,4.31,2.64,776
1.0,Ideal,H,SI2,61.5,55.6,6.41,6.48,3.96,4459
0.7,Ideal,F,VS2,62.7,55.0,5.66,5.69,3.56,3011
0.7,Good,D,VVS1,59.2,59.0,5.76,5.79,3.42,4198
0.54,Ideal,G,VS1,61.4,55.0,5.26,5.3,3.24,1868
0.41,Ideal,J,VS1,62.4,55.0,4.75,4.77,2.97,648
1.2,Ideal,G,SI2,58.9,60.0,6.98,6.94,4.1,5562
1.01,Very Good,E,SI1,62.6,57.0,6.36,6.41,4.0,4912
0.7,Premium,D,IF,60.0,59.0,5.75,5.81,3.47,5027
1.56,Ideal,H,SI2,62.4,55.0,7.39,7.48,4.64,9081
1.05,Very Good,E,SI2,61.7,59.0,6.52,6.58,4.04,4010
0.56,Ideal,E,SI1,62.3,56.0,5.3,5.26,3.29,1698
1.77,Very Good,I,VS2,60.2,58.0,7.88,7.83,4.73,13691
0.97,Ideal,I,I1,61.6,53.0,6.43,6.4,3.95,2357
1.51,Good,I,SI1,63.9,59.0,7.18,7.26,4.61,9069
1.02,Ideal,I,VVS2,62.1,54.0,6.47,6.51,4.03,5767
1.6,Premium,G,VVS2,60.6,60.0,7.57,7.51,4.57,16215
1.01,Very Good,D,VVS2,63.6,59.0,6.25,6.32,4.0,9451
0.3,Ideal,E,VS2,61.8,56.0,4.32,4.29,2.66,844
1.1,Ideal,H,SI2,62.6,56.0,6.65,6.57,4.14,4620
1.0,Ideal,G,SI1,61.9,56.0,6.37,6.45,3.97,4997
2.01,Premium,J,VVS1,62.2,58.0,8.1,7.89,5.0,15836
1.05,Premium,G,SI1,59.1,57.0,6.73,6.63,3.95,4510
1.01,Very Good,D,VS2,60.6,56.0,6.45,6.51,3.93,7001
1.01,Very Good,I,SI1,63.2,54.0,6.41,6.35,4.03,4525
0.41,Ideal,E,VS1,60.8,56.0,4.84,4.8,2.93,1154
0.7,Very Good,J,SI1,61.9,58.0,5.64,5.67,3.5,1666
0.29,Ideal,G,IF,62.0,56.0,4.23,4.27,2.63,673
0.79,Ideal,I,SI1,61.6,56.0,5.95,5.97,3.67,2756
0.76,Very Good,J,VS1,59.3,63.0,6.12,5.93,3.55,2036
0.39,Very Good,G,VS1,60.3,59.0,4.71,4.77,2.86,790
0.71,Ideal,I,VS2,62.0,54.0,5.73,5.77,3.56,2272
0.3,Very Good,G,VVS2,61.6,56.0,4.27,4.3,2.64,552
0.41,Premium,G,VS2,59.7,59.0,4.81,4.84,2.88,827
1.01,Fair,F,VS2,65.1,59.0,6.17,6.21,4.03,5784
0.4,Very Good,E,VVS2,61.4,56.0,4.74,4.81,2.93,988
1.51,Good,I,VS1,63.6,57.0,7.14,7.21,4.56,9581
1.31,Premium,G,VS2,61.3,58.0,7.05,7.01,4.31,9085
0.3,Premium,D,VS2,60.7,60.0,4.33,4.37,2.64,710
1.09,Ideal,H,SI1,61.9,56.0,6.61,6.64,4.1,4784
1.51,Good,G,VS2,63.3,60.0,7.2,7.28,4.58,12756
0.82,Ideal,H,VVS1,62.9,56.0,5.99,5.91,3.74,3420
0.23,Ideal,F,VS1,61.9,56.0,3.94,3.96,2.44,493
1.13,Very Good,I,SI2,59.1,63.0,6.85,6.82,4.04,3987
0.31,Ideal,E,VVS1,61.0,57.0,4.33,4.36,2.65,924
0.51,Very Good,G,VVS2,61.5,56.0,5.12,5.15,3.16,1875
1.32,Premium,I,VS1,62.4,58.0,7.01,6.96,4.36,4719
1.51,Premium,D,SI1,62.2,59.0,7.34,7.29,4.55,10122
1.01,Premium,F,VVS2,61.8,59.0,6.46,6.42,3.98,8470
0.31,Premium,D,VS2,62.6,59.0,4.33,4.3,2.7,942
1.52,Premium,G,SI1,61.6,57.0,7.4,7.33,4.54,9952
0.71,Ideal,I,VS1,61.6,56.0,5.71,5.75,3.53,2965
0.32,Ideal,H,VVS2,61.7,56.0,4.37,4.42,2.71,645
0.34,Ideal,E,SI1,62.0,57.0,4.46,4.48,2.77,596
0.7,Premium,E,VS2,60.2,60.0,5.73,5.7,3.44,2822
1.09,Very Good,G,VS1,62.5,59.0,6.56,6.59,4.11,6546
0.52,Premium,G,VS1,61.7,56.0,5.21,5.17,3.2,1815
0.34,Premium,I,VVS1,60.5,59.0,4.54,4.48,2.73,803
0.33,Premium,G,VVS2,59.5,60.0,4.55,4.52,2.7,965
1.02,Very Good,F,SI2,60.3,59.0,6.5,6.53,3.93,4241
0.71,Very Good,F,SI2,59.2,60.0,5.85,5.91,3.48,2134
0.81,Premium,H,VS2,58.0,59.0,6.17,6.13,3.57,2795
0.32,Ideal,F,VS2,62.2,55.0,4.37,4.35,2.71,828
0.32,Premium,H,IF,61.2,58.0,4.39,4.37,2.68,1080
0.33,Ideal,G,IF,61.5,55.0,4.48,4.5,2.76,946
1.2,Very Good,H,SI1,61.6,61.0,6.81,6.77,4.18,6350
0.42,Premium,F,VVS2,61.7,59.0,4.82,4.78,2.96,1221
0.53,Ideal,D,VVS2,62.2,56.0,5.18,5.21,3.23,2563
0.5,Good,H,VS2,56.3,65.0,5.21,5.24,2.94,1239
0.32,Very Good,G,VVS2,62.6,58.0,4.35,4.37,2.73,730
0.75,Ideal,D,SI2,61.5,55.0,5.85,5.89,3.61,2618
1.01,Fair,F,VS2,65.2,52.0,6.31,6.29,4.11,5090
1.41,Very Good,G,VVS1,61.2,55.0,7.22,7.25,4.43,14936
0.32,Ideal,E,VS2,61.7,56.0,4.39,4.43,2.72,639
1.0,Very Good,H,SI2,59.7,58.0,6.48,6.55,3.89,4273
0.3,Ideal,G,IF,61.8,55.0,4.32,4.36,2.68,863
0.3,Very Good,G,VVS2,63.1,56.0,4.23,4.2,2.66,878
1.75,Ideal,H,I1,61.5,55.0,7.78,7.75,4.78,7409
0.33,Very Good,I,VS2,61.0,61.0,4.43,4.46,2.71,463
0.3,Ideal,G,IF,62.2,56.0,4.26,4.29,2.66,850
0.59,Good,D,SI1,63.8,57.0,5.31,5.26,3.37,1431
0.4,Very Good,G,SI2,63.2,56.0,4.73,4.7,2.98,765
1.0,Premium,E,SI1,61.6,59.0,6.38,6.41,3.94,5500
0.5,Ideal,H,VS1,61.1,56.0,5.1,5.14,3.13,1637
0.91,Very Good,E,SI2,62.8,59.0,6.13,6.16,3.86,3968
1.0,Premium,H,VS2,61.5,61.0,6.45,6.4,3.95,5000
0.5,Ideal,F,VVS2,62.0,55.0,5.1,5.12,3.17,2052
1.21,Premium,H,SI1,59.8,58.0,6.95,6.9,4.14,6573
0.31,Premium,I,SI1,61.3,58.0,4.37,4.34,2.67,523
0.31,Ideal,H,IF,62.1,54.0,4.37,4.33,2.7,1046
1.37,Very Good,J,SI2,60.7,60.0,7.07,7.19,4.33,5063
1.08,Ideal,H,SI2,61.4,57.0,6.6,6.66,4.07,5049
1.04,Ideal,G,VVS1,62.5,55.0,6.54,6.45,4.06,8268
1.12,Ideal,H,SI1,62.8,55.0,6.66,6.61,4.17,5863
0.3,Ideal,F,IF,62.4,58.0,4.25,4.28,2.66,886
0.25,Fair,E,VS1,55.2,64.0,4.21,4.23,2.33,361
0.54,Ideal,I,VS2,60.1,58.0,5.28,5.34,3.19,1266
1.51,Ideal,G,VS2,61.8,54.0,7.42,7.38,4.57,14482
0.9,Very Good,G,VS2,63.4,59.0,6.08,6.13,3.87,4135
0.33,Ideal,H,VS2,61.0,55.0,4.49,4.52,2.75,539
0.54,Ideal,D,SI1,62.1,56.0,5.25,5.21,3.25,1786
0.9,Ideal,H,VS1,60.9,57.0,6.2,6.24,3.79,4201
1.05,Premium,E,SI1,62.5,59.0,6.5,6.43,4.04,5951
1.25,Premium,G,SI2,60.4,59.0,6.98,6.96,4.21,6300
1.01,Ideal,G,SI1,62.2,55.0,6.44,6.46,4.01,5166
0.6,Very Good,H,VS1,60.2,60.0,5.45,5.48,3.29,1679
0.27,Very Good,F,VVS2,61.3,62.0,4.15,4.2,2.56,552
0.76,Very Good,I,SI1,57.5,62.0,6.03,6.08,3.48,2316
1.01,Good,G,SI1,63.7,60.0,6.28,6.32,4.01,5021
0.71,Very Good,E,VVS2,63.4,58.0,5.64,5.69,3.59,3340
0.33,Ideal,E,VS2,62.3,56.0,4.47,4.46,2.78,928
1.02,Premium,G,SI2,62.5,58.0,6.43,6.4,4.01,4552
1.21,Ideal,D,SI1,63.0,57.0,6.82,6.76,4.28,7589
0.62,Very Good,H,IF,60.3,59.0,5.52,5.55,3.34,2367
1.05,Very Good,E,SI2,60.5,58.0,6.55,6.6,3.98,4797
0.7,Premium,F,SI2,59.5,58.0,5.82,5.72,3.44,2234
0.78,Ideal,D,SI1,61.1,57.0,5.95,5.97,3.64,3214
1.0,Ideal,F,VS2,61.7,54.0,6.42,6.39,3.95,6580
0.42,Premium,G,VS2,60.6,59.0,4.85,4.78,2.92,1087
1.02,Ideal,F,VVS2,61.9,57.0,6.53,6.42,4.01,9212
0.55,Ideal,I,SI1,61.2,55.0,5.28,5.33,3.25,1320
0.34,Very Good,E,SI1,63.5,55.0,4.47,4.44,2.83,714
1.01,Good,F,SI2,58.3,60.0,6.64,6.66,3.88,4011
0.77,Ideal,D,SI1,62.3,56.0,5.84,5.87,3.65,3158
0.61,Ideal,E,I1,63.4,57.0,5.43,5.37,3.42,1255
1.5,Fair,H,I1,68.9,56.0,7.0,6.9,4.79,5292
1.13,Ideal,D,VVS2,62.3,54.0,6.64,6.7,4.16,12788
0.51,Ideal,G,VS1,61.7,55.0,5.14,5.17,3.18,1656
1.15,Very Good,H,SI2,61.4,58.0,6.7,6.75,4.13,4418
1.36,Very Good,F,SI1,62.8,53.0,7.05,7.1,4.45,6597
1.01,Ideal,G,VS1,61.8,58.0,6.4,6.42,3.96,7178
0.3,Premium,G,VS1,62.8,58.0,4.28,4.26,2.68,776
0.81,Ideal,F,SI1,61.2,57.0,6.0,6.05,3.69,3146
1.91,Ideal,J,SI1,60.7,56.0,8.01,8.09,4.89,11447
1.22,Premium,J,VS1,61.7,59.0,6.92,6.85,4.25,5910
1.09,Very Good,F,SI2,58.6,63.0,6.73,6.78,3.96,4629
1.01,Very Good,H,SI1,60.0,58.0,6.54,6.6,3.94,4876
0.75,Very Good,F,SI1,60.6,60.0,5.88,5.91,3.57,2463
1.0,Very Good,E,VS1,61.2,57.0,6.43,6.47,3.95,7002
0.54,Good,E,SI1,59.9,63.0,5.25,5.3,3.16,1601
1.83,Premium,G,I1,62.0,58.0,7.84,7.8,4.85,6313
0.77,Very Good,I,VS2,62.4,63.0,5.8,5.84,3.63,2054
2.16,Premium,I,SI1,58.5,60.0,8.54,8.49,4.98,17934
0.61,Very Good,I,VS2,62.7,57.0,5.39,5.42,3.39,1706
0.42,Premium,E,SI1,60.0,61.0,4.88,4.85,2.92,953
1.01,Premium,F,VS2,61.4,57.0,6.51,6.45,3.98,6923
0.41,Ideal,F,VS2,62.8,57.0,4.76,4.73,2.98,1107
1.2,Very Good,J,SI1,61.2,55.0,6.84,6.88,4.2,5142
0.74,Ideal,E,VS2,61.7,56.0,5.81,5.86,3.6,3374
0.31,Ideal,F,SI1,62.3,56.0,4.35,4.32,2.7,663
1.0,Good,F,SI2,57.3,61.0,6.64,6.59,3.79,4155
1.5,Ideal,I,IF,61.3,56.0,7.34,7.41,4.52,12725
1.24,Premium,H,SI2,62.3,58.0,6.84,6.8,4.25,4444
0.4,Ideal,G,VVS1,61.6,57.0,4.76,4.75,2.93,1200
0.73,Ideal,F,VVS1,61.8,54.0,5.8,5.78,3.58,3990
0.7,Premium,G,SI1,61.6,58.0,5.71,5.65,3.5,2285
0.36,Premium,D,SI2,60.0,58.0,4.62,4.58,2.76,689
1.19,Premium,D,SI2,58.6,61.0,6.93,6.89,4.05,4168
1.72,Premium,H,SI1,61.4,59.0,7.71,7.64,4.71,12998
1.51,Very Good,H,VS2,60.9,57.0,7.39,7.43,4.51,11068
1.6,Premium,I,SI1,62.1,58.0,7.51,7.47,4.65,8852
1.57,Ideal,I,SI1,62.2,56.0,7.42,7.47,4.63,10633
0.27,Very Good,E,VVS1,62.3,56.0,4.16,4.19,2.6,682
0.2,Premium,E,VS2,59.0,60.0,3.81,3.78,2.24,367
1.52,Good,I,SI1,64.1,57.0,7.26,7.21,4.64,8852
0.71,Very Good,E,VS2,63.4,61.0,5.6,5.57,3.54,2450
0.72,Premium,F,SI1,59.9,58.0,5.85,5.81,3.49,2742
1.58,Premium,G,VS2,62.6,59.0,7.44,7.47,4.67,13014
1.01,Very Good,J,VVS2,63.7,57.0,6.31,6.35,4.03,5067
2.02,Premium,E,SI2,59.8,58.0,8.2,8.16,4.89,17825
0.41,Good,E,VS2,61.1,61.0,4.77,4.82,2.93,982
0.96,Good,H,VS1,63.9,54.0,6.22,6.27,3.99,4535
0.28,Very Good,G,VVS2,62.5,53.0,4.18,4.21,2.62,522
0.72,Ideal,H,VVS1,61.5,57.0,5.74,5.76,3.54,3180
0.52,Good,E,VS2,64.3,56.0,5.02,5.14,3.27,1625
1.23,Premium,G,SI2,62.1,58.0,6.85,6.8,4.24,4918
1.0,Very Good,H,SI2,63.3,57.0,6.37,6.3,4.01,4200
0.91,Ideal,D,SI2,62.2,57.0,6.21,6.15,3.85,2803
1.02,Very Good,E,VVS2,60.3,58.0,6.53,6.57,3.95,8745
1.2,Premium,J,VS2,61.8,59.0,6.84,6.76,4.2,4611
0.74,Premium,G,VS1,59.5,58.0,5.95,5.89,3.52,2574
1.27,Good,J,SI2,66.0,59.0,6.71,6.75,4.44,4542
0.26,Good,F,VS1,58.0,58.0,4.2,4.25,2.45,453
0.69,Good,F,SI1,58.4,61.7,5.75,5.82,3.38,1951
1.51,Ideal,G,VS2,62.8,57.0,7.33,7.26,4.58,10553
1.21,Very Good,H,VS2,60.1,57.0,6.88,6.97,4.16,6887
0.32,Premium,G,VS2,61.5,60.0,4.42,4.4,2.71,720
0.31,Ideal,G,VVS2,62.7,57.0,4.33,4.31,2.71,907
0.32,Ideal,F,VS2,62.4,56.0,4.35,4.37,2.72,645
1.01,Very Good,F,SI2,62.2,58.0,6.33,6.38,3.95,4332
0.52,Very Good,H,SI1,63.1,57.0,5.14,5.09,3.23,1219
0.81,Ideal,I,SI1,61.3,56.0,6.27,6.23,3.83,3043
1.22,Ideal,H,VS1,61.9,54.0,6.88,6.9,4.26,8411
0.42,Ideal,D,SI1,61.7,56.0,4.83,4.79,2.97,1040
1.04,Good,F,VS1,63.9,55.0,6.49,6.4,4.12,6653
0.32,Ideal,G,VVS1,61.1,57.0,4.43,4.41,2.7,1080
1.01,Premium,F,SI2,62.2,59.0,6.38,6.42,3.98,4416
0.36,Ideal,E,VS2,61.7,55.0,4.57,4.63,2.84,789
1.2,Very Good,I,VS2,62.3,56.0,6.76,6.81,4.23,5955
1.08,Premium,G,VS1,62.7,56.0,6.55,6.52,4.1,6982
1.33,Ideal,G,VVS2,61.7,58.0,7.04,7.07,4.35,12345
0.36,Ideal,I,VS2,61.8,55.0,4.6,4.63,2.85,523
0.51,Very Good,J,SI1,62.6,59.0,5.06,5.1,3.18,930
0.8,Premium,H,SI1,62.0,59.0,5.91,5.96,3.68,2699
2.11,Ideal,I,VS1,61.9,57.0,8.28,8.22,5.11,16723
1.54,Very Good,J,SI1,61.2,59.0,7.41,7.45,4.55,7453
0.51,Ideal,D,VVS2,61.7,56.0,5.14,5.16,3.18,2718
1.21,Premium,J,VS2,59.0,60.0,6.93,6.88,4.07,3694
0.3,Ideal,E,IF,62.0,54.0,4.31,4.34,2.68,943
0.7,Ideal,D,VVS2,61.7,55.0,5.73,5.75,3.54,5539
0.31,Ideal,H,VVS2,62.2,55.0,4.36,4.35,2.71,802
0.43,Ideal,E,VS1,61.2,56.0,4.89,4.94,3.01,981
1.01,Very Good,E,SI2,61.5,56.0,6.45,6.47,3.97,4666
1.19,Ideal,I,SI1,62.3,57.0,6.78,6.73,4.21,4998
0.7,Very Good,I,VS2,62.1,56.0,5.7,5.74,3.55,2188
1.33,Premium,H,SI2,62.8,52.0,7.15,7.06,4.46,6405
0.55,Ideal,F,VS2,61.2,55.0,5.3,5.28,3.24,1698
1.14,Good,G,SI2,63.7,60.0,6.69,6.6,4.24,4233
2.01,Good,G,SI1,60.3,60.0,8.07,8.18,4.9,18625
0.5,Very Good,D,SI1,61.6,56.0,5.09,5.11,3.14,1454
0.37,Premium,E,VVS2,60.9,59.0,4.65,4.61,2.82,1082
0.52,Ideal,E,VS2,62.1,57.0,5.22,5.19,3.23,1617
1.24,Ideal,G,VS2,62.1,56.0,6.87,6.91,4.28,8504
0.35,Very Good,I,VVS2,61.3,56.0,4.52,4.54,2.78,620
1.0,Fair,I,I1,64.5,58.0,6.33,6.1,4.01,2035
0.53,Ideal,E,VS2,61.0,57.0,5.26,5.23,3.2,1727
0.49,Ideal,E,VVS2,61.9,56.0,5.05,5.1,3.14,2199
0.71,Fair,G,SI1,65.0,58.0,5.57,5.53,3.61,2045
1.01,Premium,I,SI2,62.1,59.0,6.42,6.39,3.98,3971
1.25,Premium,I,SI2,60.5,58.0,7.0,6.96,4.22,5166
0.92,Premium,H,SI1,59.2,60.0,6.4,6.35,3.76,2968
2.16,Premium,J,SI1,60.5,59.0,8.41,8.35,5.07,14328
0.31,Ideal,E,VS2,61.0,56.0,4.41,4.38,2.68,872
1.02,Ideal,E,SI1,62.2,57.0,6.45,6.41,4.0,5655
1.21,Ideal,G,VS2,60.1,57.0,6.94,6.98,4.18,9873
0.23,Ideal,F,VVS2,60.3,57.0,3.99,4.03,2.42,530
2.15,Ideal,G,SI2,62.6,54.0,8.29,8.35,5.21,18791
0.9,Ideal,H,SI2,61.0,56.0,6.23,6.29,3.82,4016
0.31,Ideal,G,VS2,61.7,55.0,4.35,4.37,2.69,544
1.02,Good,E,SI1,63.1,57.0,6.37,6.43,4.04,4443
1.6,Premium,H,SI2,59.4,59.0,7.6,7.55,4.5,8333
2.05,Ideal,G,SI2,61.6,56.0,8.16,8.11,5.01,18181
2.0,Very Good,E,SI1,60.5,59.0,8.09,8.14,4.94,18709
1.54,Premium,F,SI1,62.8,58.0,7.35,7.32,4.61,9926
0.7,Ideal,E,VS1,61.2,56.0,5.72,5.75,3.51,4000
0.72,Very Good,G,IF,63.3,54.0,5.64,5.73,3.6,3405
0.3,Very Good,G,VVS1,63.5,57.0,4.27,4.23,2.7,1013
0.72,Ideal,E,SI2,61.7,57.0,5.72,5.78,3.55,2337
0.37,Premium,J,VS2,61.1,60.0,4.63,4.6,2.82,583
0.58,Ideal,E,VS1,60.8,57.0,5.41,5.42,3.29,2241
0.7,Good,F,SI1,58.7,60.0,5.75,5.81,3.39,2409
1.0,Good,H,SI1,63.7,60.0,6.3,6.33,4.02,4702
0.9,Good,D,SI1,63.6,63.0,6.03,6.07,3.85,3755
1.12,Premium,I,SI2,61.2,58.0,6.72,6.68,4.1,3669
0.56,Ideal,H,VVS1,62.3,55.0,5.3,5.26,3.29,1882
0.32,Ideal,G,IF,61.1,57.0,4.41,4.43,2.7,918
0.33,Premium,H,VS1,59.5,59.0,4.48,4.53,2.68,579
0.31,Good,G,SI1,63.6,57.0,4.33,4.29,2.74,593
1.21,Very Good,H,SI2,62.1,60.0,6.77,6.82,4.22,5190
0.76,Ideal,D,VS1,62.0,56.0,5.84,5.87,3.63,4243
0.32,Ideal,F,VVS2,60.7,57.0,4.42,4.45,2.69,1068
1.14,Premium,J,SI2,60.4,59.0,6.8,6.74,4.09,3861
0.82,Ideal,F,SI1,62.6,56.0,5.95,5.99,3.74,3251
0.31,Good,G,VVS2,63.3,57.0,4.28,4.31,2.72,707
0.73,Ideal,E,SI1,60.5,57.0,5.85,5.88,3.55,2644
0.42,Very Good,D,SI1,63.0,55.0,4.76,4.79,3.01,756
1.17,Premium,F,SI1,61.9,60.0,6.72,6.66,4.14,5366
1.51,Good,I,VVS1,64.0,60.0,7.26,7.21,4.63,9471
1.09,Very Good,J,VVS1,63.9,56.0,6.47,6.51,4.15,5588
1.01,Premium,H,SI2,60.9,59.0,6.42,6.35,3.89,3394
1.54,Ideal,H,SI2,60.9,56.0,7.45,7.43,4.53,9624
1.5,Very Good,I,SI1,63.1,59.0,7.16,7.23,4.54,8291
0.93,Premium,J,SI2,61.9,57.0,6.21,6.19,3.84,2807
0.53,Ideal,E,VS2,62.7,54.0,5.18,5.15,3.24,1813
1.01,Ideal,G,VS2,62.4,57.0,6.39,6.36,3.98,6340
0.38,Ideal,G,VS2,61.0,55.0,4.67,4.71,2.86,721
1.0,Very Good,D,VS2,62.6,58.0,6.31,6.38,3.97,6762
1.28,Premium,I,VS2,62.5,61.0,6.89,6.86,4.3,6451
1.2,Ideal,G,VS1,61.7,55.0,6.92,6.88,4.26,9038
0.52,Premium,F,SI2,61.7,58.0,5.16,5.12,3.17,1219
0.39,Premium,G,SI1,61.7,57.0,4.77,4.7,2.92,854
1.01,Premium,F,VS2,63.0,58.0,6.43,6.36,4.03,6097
0.36,Premium,F,VS2,60.5,59.0,4.61,4.64,2.8,726
0.86,Premium,F,SI1,62.6,58.0,6.01,6.06,3.78,3372
1.01,Ideal,E,SI1,61.8,56.0,6.46,6.51,4.01,5132
0.55,Premium,E,VS2,60.1,59.0,5.36,5.29,3.2,1735
0.7,Very Good,D,VS2,60.7,60.0,5.72,5.74,3.48,2913
1.34,Ideal,D,I1,61.7,55.0,7.12,7.08,4.38,6303
1.02,Premium,E,SI2,59.9,58.0,6.6,6.55,3.94,4478
1.31,Ideal,H,VS1,62.5,56.0,7.03,6.95,4.37,8774
0.7,Good,H,VS2,59.1,65.0,5.75,5.85,3.43,2234
1.12,Premium,H,SI2,62.4,58.0,6.63,6.58,4.12,4250
0.91,Very Good,H,SI2,63.3,58.0,6.11,6.06,3.85,3756
0.32,Premium,H,VVS1,62.5,58.0,4.33,4.37,2.72,730
0.72,Ideal,F,VS1,60.7,57.0,5.79,5.87,3.54,3759
0.75,Premium,G,SI2,61.0,58.0,5.9,5.94,3.61,2216
0.31,Ideal,E,VS2,61.4,54.0,4.4,4.33,2.68,872
1.0,Good,J,VS1,58.1,64.0,6.63,6.51,3.82,3920
0.3,Very Good,H,SI1,62.9,57.0,4.26,4.29,2.69,421
1.38,Premium,H,VS1,61.0,60.0,7.21,7.16,4.38,7233
0.37,Very Good,D,SI1,62.2,58.0,4.58,4.62,2.86,681
0.3,Ideal,H,SI1,61.9,54.0,4.31,4.34,2.68,514
0.31,Ideal,H,VS1,62.4,55.0,4.36,4.33,2.71,698
0.24,Very Good,E,VVS2,62.8,58.0,3.92,3.95,2.47,478
0.7,Ideal,H,VVS1,61.5,57.0,5.69,5.73,3.51,3517
0.5,Good,D,SI1,63.6,54.0,5.02,5.08,3.21,1436
0.44,Very Good,E,VVS2,60.7,57.0,4.9,4.92,2.98,1274
0.35,Ideal,H,IF,60.5,56.0,4.59,4.56,2.77,984
0.32,Ideal,E,IF,61.9,56.0,4.4,4.42,2.73,1095
0.25,Premium,E,VVS2,62.0,59.0,4.08,4.05,2.52,740
0.32,Premium,G,VS1,62.1,56.0,4.43,4.4,2.74,828
1.17,Very Good,G,SI2,61.2,58.0,6.84,6.86,4.19,5595
0.77,Very Good,D,VS2,63.1,57.0,5.86,5.83,3.69,3428
1.12,Ideal,F,VVS2,61.4,57.0,6.69,6.66,4.1,9634
2.31,Premium,J,VVS1,62.1,58.0,8.49,8.42,5.25,16100
1.62,Ideal,E,VS2,61.4,57.0,7.54,7.58,4.64,16358
0.63,Ideal,E,VVS2,61.6,57.0,5.52,5.49,3.39,2697
0.73,Ideal,E,SI1,61.8,56.0,5.77,5.81,3.58,2728
0.59,Very Good,E,VS2,59.4,63.0,5.42,5.46,3.23,2145
0.36,Ideal,H,SI1,62.4,53.0,4.58,4.59,2.86,538
0.42,Ideal,H,SI2,62.0,54.0,4.81,4.83,2.99,625
1.02,Very Good,D,SI2,62.7,59.0,6.36,6.44,4.01,4712
0.74,Premium,D,SI1,60.6,60.0,5.88,5.84,3.55,2655
0.72,Ideal,D,SI2,62.3,57.0,5.75,5.8,3.6,2435
1.01,Very Good,I,SI1,63.6,58.0,6.31,6.36,4.03,4189
0.61,Good,D,SI1,59.0,57.0,5.54,5.57,3.28,1759
0.54,Very Good,E,VS2,63.1,58.0,5.21,5.13,3.26,1760
0.3,Very Good,H,VS2,62.5,58.0,4.26,4.28,2.67,473
1.41,Premium,F,SI2,62.7,56.0,7.21,7.15,4.5,7817
0.8,Premium,E,SI2,60.2,57.0,6.05,6.01,3.63,2829
0.36,Very Good,H,IF,62.3,56.0,4.55,4.58,2.85,865
1.02,Premium,E,SI2,60.5,58.0,6.58,6.54,3.97,4478
1.1,Premium,H,SI1,59.6,58.0,6.79,6.74,4.03,5544
0.31,Very Good,E,SI1,63.4,57.0,4.33,4.31,2.74,698
0.38,Ideal,E,IF,62.7,55.0,4.61,4.67,2.91,1433
0.32,Ideal,D,VS2,61.5,56.0,4.42,4.39,2.71,972
0.54,Ideal,H,VVS1,60.4,55.0,5.27,5.32,3.2,1846
