,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Num,Side
7611,1,0,3,4,0,0.0,0.0,0.0,0.0,0.0,False,7,1308,0
7612,1,1,1,0,0,0.0,0.0,0.0,0.0,0.0,False,7,1308,0
7613,3,1,1,22,0,0.0,0.0,0.0,0.0,0.0,True,6,1557,0
7614,3,0,1,27,0,831.0,0.0,0.0,867.0,20.0,False,4,254,1
7615,2,1,1,22,0,0.0,0.0,0.0,0.0,0.0,True,3,267,1
7616,2,1,3,26,0,0.0,0.0,0.0,0.0,0.0,True,3,268,1
7617,2,0,1,60,0,0.0,5998.0,0.0,4794.0,8.0,False,3,268,1
7618,1,0,1,18,0,0.0,297.0,0.0,588.0,23.0,False,7,1314,1
7619,1,1,3,20,0,0.0,0.0,0.0,0.0,0.0,False,7,1315,1
7620,1,0,1,25,0,11.0,780.0,0.0,0.0,0.0,True,5,523,1
7621,1,1,2,24,0,0.0,0.0,0.0,0.0,0.0,True,7,1309,0
7622,1,1,1,38,0,0.0,0.0,0.0,0.0,0.0,True,7,1310,0
7623,1,0,1,18,0,0.0,17.0,5.0,0.0,712.0,True,6,1558,0
7624,2,1,3,45,0,0.0,0.0,0.0,0.0,0.0,True,2,270,1
7625,2,0,1,13,0,0.0,3680.0,0.0,1529.0,3854.0,False,2,270,1
7626,2,0,1,28,0,0.0,3317.0,77.0,0.0,130.0,True,2,270,1
7627,2,0,1,5,0,0.0,0.0,0.0,0.0,0.0,True,2,270,1
7628,1,0,1,20,0,0.0,142.0,0.0,3528.0,92.0,False,7,1317,1
7630,1,0,1,42,0,18.0,5.0,470.0,356.0,57.0,False,7,1317,1
7631,1,0,3,0,0,0.0,0.0,0.0,0.0,0.0,True,7,1317,1
7632,1,0,1,18,0,0.0,508.0,0.0,44.0,257.0,False,7,1318,1
7633,1,1,2,26,0,0.0,0.0,0.0,0.0,0.0,False,7,1319,1
7635,3,1,2,49,0,0.0,0.0,0.0,0.0,0.0,True,5,539,0
7636,3,0,1,19,0,691.0,0.0,10.0,561.0,25.0,False,5,539,0
7637,1,1,1,19,0,0.0,0.0,0.0,0.0,0.0,False,7,1312,0
7638,1,1,1,15,0,0.0,0.0,0.0,0.0,0.0,False,7,1320,1
7639,1,0,2,53,0,90.0,29.0,102.0,244.0,56.0,False,7,1321,1
7640,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,True,7,1313,0
7641,1,0,3,39,0,1663.0,0.0,262.0,229.0,0.0,False,6,1560,0
7642,1,0,1,45,0,0.0,0.0,2778.0,1910.0,0.0,False,7,1313,0
7643,1,1,1,10,0,0.0,0.0,0.0,0.0,0.0,True,7,1313,0
7644,1,0,3,1,0,0.0,0.0,0.0,0.0,0.0,True,7,1313,0
7645,1,0,1,9,0,0.0,0.0,0.0,0.0,0.0,True,7,1313,0
7646,3,0,1,40,0,953.0,0.0,356.0,0.0,0.0,False,6,1686,1
7648,1,0,1,18,0,1157.0,28.0,50.0,0.0,0.0,False,6,1688,1
7649,2,0,1,47,0,0.0,314.0,0.0,889.0,1090.0,False,5,524,1
7650,1,0,1,31,0,0.0,918.0,0.0,0.0,900.0,False,7,1314,0
7652,1,1,2,23,0,0.0,0.0,0.0,0.0,0.0,True,7,1315,0
7654,1,0,1,32,0,293.0,889.0,1.0,1.0,200.0,False,6,1561,0
7655,1,0,1,21,0,644.0,0.0,0.0,0.0,2.0,False,6,1561,0
7657,1,0,1,22,0,753.0,0.0,0.0,0.0,0.0,False,7,1316,0
7659,1,1,2,28,0,0.0,0.0,0.0,0.0,0.0,True,7,1316,0
7660,1,1,1,38,0,0.0,0.0,0.0,0.0,0.0,True,7,1316,0
7661,1,0,1,46,0,0.0,0.0,594.0,154.0,0.0,False,6,1690,1
7662,2,0,1,44,0,0.0,3771.0,0.0,521.0,4.0,True,3,304,0
7663,2,1,1,38,0,0.0,0.0,0.0,0.0,0.0,True,3,305,0
7664,2,0,3,28,0,5.0,8252.0,0.0,181.0,3027.0,False,1,98,0
7666,1,1,1,18,0,0.0,0.0,0.0,0.0,0.0,True,7,1318,0
7667,1,0,2,18,0,0.0,220.0,4.0,0.0,532.0,False,6,1564,0
7668,1,0,3,4,0,0.0,0.0,0.0,0.0,0.0,True,7,1319,0
7669,1,1,2,0,0,0.0,0.0,0.0,0.0,0.0,True,7,1319,0
7671,1,1,2,23,0,0.0,0.0,0.0,0.0,0.0,False,7,1319,0
7672,2,0,1,35,0,0.0,747.0,0.0,0.0,2478.0,False,3,271,1
7673,2,1,3,43,0,0.0,0.0,0.0,0.0,0.0,True,2,320,0
7674,1,0,2,18,0,0.0,0.0,19.0,751.0,4.0,False,7,1320,0
7675,1,0,1,18,0,539.0,2.0,3.0,900.0,0.0,False,6,1566,0
7676,1,0,1,18,0,0.0,0.0,662.0,30.0,0.0,True,6,1567,0
7677,1,0,3,49,0,598.0,0.0,0.0,118.0,0.0,False,6,1693,1
7678,1,0,1,19,0,0.0,0.0,0.0,0.0,0.0,False,7,1329,1
7679,1,1,2,22,0,0.0,0.0,0.0,0.0,0.0,True,7,1330,1
7681,2,0,1,0,0,0.0,0.0,0.0,0.0,0.0,True,3,306,0
7683,2,0,1,39,0,19.0,3603.0,0.0,421.0,517.0,True,3,306,0
7684,2,0,3,36,0,0.0,8151.0,5.0,0.0,8182.0,False,3,306,0
7685,2,1,1,53,0,0.0,0.0,0.0,0.0,0.0,True,3,306,0
7687,2,1,1,24,0,0.0,0.0,0.0,0.0,0.0,True,3,307,0
7688,2,0,1,25,0,0.0,1003.0,1629.0,73.0,748.0,False,5,541,0
7689,2,0,1,30,0,209.0,157.0,2566.0,171.0,472.0,False,5,541,0
7691,3,1,1,40,0,0.0,0.0,0.0,0.0,0.0,True,6,1695,1
7692,1,1,2,18,0,0.0,0.0,0.0,0.0,0.0,True,7,1322,0
7693,1,0,1,57,0,6.0,510.0,372.0,0.0,0.0,True,7,1332,1
7694,3,0,1,47,0,1282.0,0.0,5.0,495.0,0.0,False,4,241,0
7696,1,0,2,29,0,487.0,0.0,60.0,12.0,0.0,False,6,1569,0
7697,1,0,1,32,0,0.0,2.0,1.0,0.0,881.0,False,7,1333,1
7698,2,1,1,30,0,0.0,0.0,0.0,0.0,0.0,True,4,242,0
7699,1,0,1,18,0,22.0,0.0,681.0,0.0,1.0,True,7,1334,1
7700,1,0,1,49,0,0.0,4.0,50.0,0.0,746.0,False,6,1570,0
7701,2,1,1,33,0,0.0,0.0,0.0,0.0,0.0,True,2,272,1
7703,2,0,1,29,0,0.0,5157.0,1.0,136.0,32.0,True,1,99,0
7704,3,1,1,34,0,0.0,0.0,0.0,0.0,0.0,True,6,1696,1
7705,3,0,1,43,0,1054.0,109.0,576.0,645.0,0.0,False,4,257,1
7706,3,0,1,18,0,32.0,1255.0,1.0,0.0,0.0,True,6,1697,1
7707,1,1,1,31,0,0.0,0.0,0.0,0.0,0.0,False,7,1325,0
7709,3,1,1,3,0,0.0,0.0,0.0,0.0,0.0,True,6,1572,0
7710,3,1,1,37,0,0.0,0.0,0.0,0.0,0.0,True,6,1572,0
7711,3,1,1,1,0,0.0,0.0,0.0,0.0,0.0,True,6,1572,0
7712,1,0,1,27,0,14.0,1186.0,460.0,12.0,9.0,True,5,527,1
7713,1,1,1,15,0,0.0,0.0,0.0,0.0,0.0,True,7,1336,1
7714,1,0,1,33,0,201.0,819.0,0.0,0.0,0.0,True,7,1327,0
7715,1,0,1,65,0,0.0,0.0,113.0,208.0,587.0,False,7,1327,0
7716,1,0,1,19,0,5.0,666.0,0.0,123.0,440.0,False,6,1574,0
7717,1,0,1,30,0,0.0,0.0,779.0,0.0,18.0,False,6,1575,0
7718,1,0,1,37,0,72.0,0.0,18.0,0.0,809.0,False,6,1575,0
7719,1,0,1,15,0,0.0,21.0,22.0,1149.0,249.0,False,6,1576,0
7720,1,0,1,19,0,511.0,0.0,0.0,267.0,0.0,False,6,1577,0
7721,1,0,1,20,0,749.0,16.0,0.0,0.0,29.0,False,6,1578,0
7722,1,1,3,19,0,0.0,0.0,0.0,0.0,0.0,False,7,1328,0
7723,1,0,3,21,0,499.0,0.0,193.0,1.0,1.0,False,6,1579,0
7724,1,0,1,20,0,2.0,2.0,876.0,8.0,0.0,True,7,1330,0
7725,1,0,1,18,0,0.0,44.0,0.0,795.0,69.0,False,7,1331,0
7726,1,0,1,27,0,1007.0,0.0,0.0,9.0,0.0,False,7,1337,1
7728,1,1,1,25,0,0.0,0.0,0.0,0.0,0.0,False,7,1339,1
7729,1,0,2,72,0,309.0,0.0,0.0,0.0,463.0,False,7,1339,1
7733,1,1,1,7,0,0.0,0.0,0.0,0.0,0.0,False,7,1341,1
7735,1,0,1,28,0,0.0,1.0,12.0,875.0,0.0,False,7,1333,0
7736,3,0,1,41,0,396.0,0.0,653.0,0.0,0.0,False,5,529,1
7739,1,0,3,8,0,0.0,0.0,0.0,0.0,0.0,True,7,1334,0
7740,1,1,3,4,0,0.0,0.0,0.0,0.0,0.0,True,7,1334,0
7741,1,1,2,38,0,0.0,0.0,0.0,0.0,0.0,False,7,1343,1
7742,3,0,1,21,0,32.0,0.0,1008.0,0.0,0.0,True,6,1584,0
7743,1,1,1,18,0,0.0,0.0,0.0,0.0,0.0,False,7,1344,1
7744,1,1,1,10,0,0.0,0.0,0.0,0.0,0.0,True,7,1345,1
7745,3,0,1,29,0,304.0,0.0,48.0,946.0,0.0,False,5,530,1
7746,3,1,1,25,0,0.0,0.0,0.0,0.0,0.0,True,6,1701,1
7747,2,1,1,40,0,0.0,0.0,0.0,0.0,0.0,True,2,321,0
7748,2,0,1,19,0,0.0,3.0,0.0,918.0,2346.0,False,2,321,0
7749,3,0,1,38,0,86.0,1144.0,783.0,0.0,0.0,True,6,1702,1
7750,1,0,1,19,0,29.0,2633.0,0.0,0.0,124.0,True,6,1586,0
7751,3,0,1,0,0,0.0,0.0,0.0,0.0,0.0,True,6,1587,0
7752,3,1,1,4,0,0.0,0.0,0.0,0.0,0.0,True,6,1587,0
7754,1,0,1,46,0,0.0,0.0,0.0,369.0,515.0,False,7,1346,1
7755,3,1,1,32,0,0.0,0.0,0.0,0.0,0.0,True,6,1588,0
7757,2,1,1,23,0,0.0,0.0,0.0,0.0,0.0,True,3,273,1
7758,1,1,3,32,0,0.0,0.0,0.0,0.0,0.0,True,7,1348,1
7760,1,0,1,34,0,0.0,0.0,880.0,22.0,0.0,True,6,1703,1
7762,1,0,1,61,0,67.0,0.0,654.0,0.0,86.0,False,7,1336,0
7763,3,0,1,21,0,1242.0,0.0,654.0,0.0,0.0,False,5,542,0
7765,3,0,1,15,0,1150.0,0.0,175.0,1.0,11.0,False,6,1705,1
7766,1,1,1,14,0,0.0,0.0,0.0,0.0,0.0,False,7,1350,1
7767,1,1,1,18,0,0.0,0.0,0.0,0.0,0.0,True,7,1339,0
7768,2,1,1,39,0,0.0,0.0,0.0,0.0,0.0,True,3,310,0
7770,3,0,1,40,0,1309.0,0.0,0.0,0.0,0.0,False,6,1591,0
7772,3,1,1,12,0,0.0,0.0,0.0,0.0,0.0,True,6,1593,0
7774,2,0,1,28,0,1722.0,5063.0,0.0,87.0,920.0,False,3,275,1
7775,1,0,1,0,0,0.0,0.0,0.0,0.0,0.0,True,7,1340,0
7776,1,0,1,17,0,4.0,0.0,867.0,0.0,0.0,False,6,1594,0
7777,3,0,3,23,0,218.0,0.0,2267.0,497.0,0.0,False,6,1595,0
7778,1,0,1,6,0,0.0,0.0,0.0,0.0,0.0,True,7,1351,1
7779,1,1,2,29,0,0.0,0.0,0.0,0.0,0.0,True,7,1351,1
7781,2,0,3,27,1,0.0,1337.0,1929.0,0.0,0.0,True,1,100,0
7782,2,1,1,34,0,0.0,0.0,0.0,0.0,0.0,True,1,100,0
7783,2,1,3,36,0,0.0,0.0,0.0,0.0,0.0,True,5,545,0
7784,1,0,1,30,0,467.0,0.0,0.0,0.0,287.0,False,7,1341,0
7785,2,0,1,30,0,0.0,640.0,0.0,31.0,6201.0,False,4,245,0
7787,1,0,1,21,0,380.0,177.0,161.0,0.0,85.0,False,6,1598,0
7788,1,0,3,21,0,532.0,4.0,37.0,1.0,0.0,False,6,1709,1
7789,1,0,3,18,0,2.0,83.0,576.0,37.0,0.0,False,6,1710,1
7790,3,1,1,11,0,0.0,0.0,0.0,0.0,0.0,True,6,1711,1
7791,3,0,1,65,0,1399.0,0.0,0.0,0.0,0.0,False,6,1711,1
7792,3,0,3,25,0,149.0,0.0,194.0,731.0,0.0,False,6,1711,1
7793,3,1,3,0,0,0.0,0.0,0.0,0.0,0.0,True,6,1711,1
7795,1,1,2,19,0,0.0,0.0,0.0,0.0,0.0,True,7,1352,1
7796,1,0,1,23,0,0.0,0.0,0.0,0.0,693.0,False,6,1713,1
7799,1,0,2,55,0,0.0,465.0,277.0,48.0,0.0,True,5,546,0
7800,1,1,2,24,0,0.0,0.0,0.0,0.0,0.0,False,7,1353,1
7802,1,1,1,18,0,0.0,0.0,0.0,0.0,0.0,False,7,1356,1
7803,1,1,1,22,0,0.0,0.0,0.0,0.0,0.0,False,7,1357,1
7804,1,0,1,39,0,799.0,0.0,0.0,4.0,0.0,False,6,1600,0
7805,1,1,2,19,0,0.0,0.0,0.0,0.0,0.0,True,7,1358,1
7806,2,0,3,33,0,988.0,0.0,0.0,2274.0,3098.0,False,3,313,0
7807,1,1,2,14,0,0.0,0.0,0.0,0.0,0.0,True,7,1359,1
7808,3,0,1,30,0,697.0,0.0,602.0,0.0,0.0,False,5,531,1
7809,3,1,1,30,0,0.0,0.0,0.0,0.0,0.0,True,5,547,0
7810,3,1,1,21,0,0.0,0.0,0.0,0.0,0.0,True,6,1716,1
7811,3,0,1,45,0,506.0,0.0,2.0,829.0,0.0,False,6,1716,1
7815,1,0,1,37,0,477.0,0.0,167.0,0.0,46.0,False,6,1601,0
7817,2,1,1,33,0,0.0,0.0,0.0,0.0,0.0,True,5,548,0
7818,2,0,3,37,0,0.0,2215.0,2.0,1294.0,274.0,False,5,548,0
7819,1,0,1,27,0,1403.0,169.0,1081.0,0.0,0.0,False,6,1717,1
7821,3,0,1,38,0,30.0,434.0,117.0,372.0,0.0,True,4,247,0
7822,3,1,1,16,0,0.0,0.0,0.0,0.0,0.0,True,4,247,0
7823,1,0,2,18,0,0.0,0.0,1792.0,16.0,248.0,False,6,1602,0
7826,2,1,1,15,0,0.0,0.0,0.0,0.0,0.0,True,2,323,0
7827,2,1,1,13,0,0.0,0.0,0.0,0.0,0.0,True,2,323,0
7828,1,1,2,19,0,0.0,0.0,0.0,0.0,0.0,False,7,1361,1
7829,2,1,1,17,0,0.0,0.0,0.0,0.0,0.0,True,2,326,0
7831,1,0,1,19,0,49.0,680.0,0.0,0.0,46.0,True,6,1720,1
7832,2,0,3,25,0,0.0,1673.0,0.0,642.0,612.0,False,1,101,0
7833,2,0,1,26,0,0.0,690.0,1.0,1030.0,2273.0,False,1,101,0
7834,1,1,3,25,0,0.0,0.0,0.0,0.0,0.0,True,7,1363,1
7835,1,0,1,2,0,0.0,0.0,0.0,0.0,0.0,False,7,1364,1
7837,1,1,1,2,0,0.0,0.0,0.0,0.0,0.0,True,7,1364,1
7840,1,1,1,4,0,0.0,0.0,0.0,0.0,0.0,True,7,1365,1
7841,1,0,3,49,0,336.0,64.0,377.0,0.0,0.0,True,6,1721,1
7842,3,1,1,61,0,0.0,0.0,0.0,0.0,0.0,True,6,1604,0
7843,3,0,1,57,1,435.0,22.0,1435.0,4.0,0.0,True,5,549,0
7844,1,0,3,52,0,0.0,0.0,638.0,115.0,0.0,True,6,1605,0
7845,1,0,1,22,0,1.0,2.0,243.0,0.0,484.0,False,6,1606,0
7848,3,1,1,28,0,0.0,0.0,0.0,0.0,0.0,True,6,1607,0
7849,3,0,1,40,0,963.0,14.0,320.0,1.0,0.0,False,5,537,1
7850,1,0,1,13,0,0.0,0.0,505.0,2810.0,9.0,False,6,1608,0
7851,1,0,1,24,0,462.0,0.0,0.0,0.0,240.0,False,6,1609,0
7852,1,1,2,25,0,0.0,0.0,0.0,0.0,0.0,True,7,1367,1
7853,1,0,1,25,0,0.0,0.0,0.0,788.0,3.0,False,5,550,0
7855,1,1,1,46,0,0.0,0.0,0.0,0.0,0.0,False,7,1368,1
7856,1,1,1,3,0,0.0,0.0,0.0,0.0,0.0,False,7,1368,1
7857,1,0,1,3,0,0.0,0.0,0.0,0.0,0.0,True,7,1368,1
7858,1,1,1,3,0,0.0,0.0,0.0,0.0,0.0,True,7,1368,1
7860,1,0,1,57,0,0.0,839.0,1.0,0.0,2.0,True,7,1368,1
7861,1,0,1,11,0,0.0,0.0,0.0,0.0,0.0,False,7,1368,1
7862,1,0,1,20,0,0.0,0.0,0.0,1535.0,0.0,False,6,1722,1
7863,1,0,3,27,0,0.0,1283.0,0.0,2256.0,0.0,False,7,1369,1
7865,1,1,2,14,0,0.0,0.0,0.0,0.0,0.0,True,7,1370,1
7866,1,0,2,24,0,86.0,669.0,1.0,0.0,0.0,False,6,1610,0
7867,1,0,1,21,0,163.0,146.0,54.0,245.0,95.0,False,6,1725,1
7868,2,0,3,33,1,9.0,1365.0,0.0,5577.0,1483.0,False,2,276,1
7869,2,0,1,32,0,0.0,13.0,0.0,2148.0,319.0,False,4,260,1
7870,1,0,2,22,0,2.0,104.0,404.0,0.0,0.0,True,7,1371,1
7871,2,1,1,15,0,0.0,0.0,0.0,0.0,0.0,True,2,329,0
7873,2,1,3,31,0,0.0,0.0,0.0,0.0,0.0,True,3,315,0
7874,2,1,3,35,0,0.0,0.0,0.0,0.0,0.0,True,3,316,0
7876,1,1,1,15,0,0.0,0.0,0.0,0.0,0.0,True,7,1346,0
7877,1,0,1,37,0,0.0,0.0,1025.0,0.0,0.0,True,7,1372,1
7879,1,0,1,34,0,44.0,1290.0,51.0,0.0,9.0,False,6,1613,0
7880,1,1,1,19,0,0.0,0.0,0.0,0.0,0.0,False,7,1373,1
7881,1,0,1,52,0,289.0,302.0,0.0,112.0,0.0,False,6,1615,0
7882,1,0,1,15,0,0.0,3137.0,0.0,0.0,0.0,True,6,1726,1
7883,1,0,1,24,0,0.0,171.0,591.0,22.0,0.0,False,7,1374,1
7884,1,0,1,45,0,0.0,0.0,635.0,2.0,0.0,True,5,553,0
7885,2,1,3,13,0,0.0,0.0,0.0,0.0,0.0,True,2,330,0
7886,2,0,1,18,0,0.0,0.0,0.0,206.0,2684.0,False,2,330,0
7887,1,0,1,19,0,0.0,168.0,481.0,0.0,0.0,True,6,1618,0
7888,1,1,1,20,0,0.0,0.0,0.0,0.0,0.0,True,7,1349,0
7889,1,0,1,20,0,4210.0,4.0,0.0,58.0,0.0,False,5,554,0
7890,1,0,1,27,0,1.0,30.0,739.0,0.0,33.0,True,6,1619,0
7891,1,0,1,22,0,0.0,0.0,6.0,0.0,733.0,False,6,1620,0
7892,1,1,2,17,0,0.0,0.0,0.0,0.0,0.0,False,7,1376,1
7893,1,1,3,23,0,0.0,0.0,0.0,0.0,0.0,True,7,1351,0
7894,1,0,1,29,0,324.0,0.0,546.0,0.0,0.0,False,6,1621,0
7895,2,1,3,24,0,0.0,0.0,0.0,0.0,0.0,True,2,277,1
7897,1,1,1,36,0,0.0,0.0,0.0,0.0,0.0,False,7,1377,1
7898,1,0,1,25,0,341.0,608.0,2.0,2.0,16.0,True,6,1729,1
7900,3,0,1,32,0,725.0,0.0,1641.0,0.0,0.0,False,6,1624,0
7901,1,1,3,16,0,0.0,0.0,0.0,0.0,0.0,True,7,1352,0
7902,3,0,1,32,0,857.0,158.0,0.0,33.0,0.0,False,5,540,1
7903,1,0,1,48,0,0.0,1570.0,1.0,0.0,2.0,False,6,1733,1
7904,1,0,1,25,0,1.0,0.0,1.0,14.0,1491.0,False,6,1734,1
7906,2,0,3,32,0,0.0,2154.0,0.0,9655.0,859.0,False,3,317,0
7907,2,0,1,50,0,0.0,3070.0,0.0,44.0,562.0,True,3,317,0
7908,3,0,3,31,0,1997.0,0.0,0.0,0.0,0.0,False,6,1625,0
7909,3,1,1,27,0,0.0,0.0,0.0,0.0,0.0,True,6,1625,0
7910,2,0,3,52,1,0.0,831.0,1536.0,0.0,7953.0,False,3,279,1
7911,2,1,1,34,0,0.0,0.0,0.0,0.0,0.0,True,3,279,1
7912,2,1,3,40,0,0.0,0.0,0.0,0.0,0.0,True,3,279,1
7913,2,0,1,36,0,0.0,1055.0,18.0,1669.0,49.0,True,3,279,1
7914,1,0,1,19,0,112.0,0.0,265.0,396.0,0.0,False,7,1354,0
7915,2,1,3,33,0,0.0,0.0,0.0,0.0,0.0,True,3,280,1
7917,2,0,3,57,0,0.0,4301.0,31.0,665.0,6329.0,False,3,319,0
7918,2,1,3,24,0,0.0,0.0,0.0,0.0,0.0,True,3,319,0
7919,2,1,3,19,0,0.0,0.0,0.0,0.0,0.0,True,3,319,0
7920,2,1,1,54,0,0.0,0.0,0.0,0.0,0.0,True,3,319,0
7921,2,0,1,28,0,1004.0,2423.0,0.0,0.0,17.0,True,3,319,0
7922,2,0,1,26,1,1.0,5610.0,0.0,5.0,119.0,True,3,319,0
7923,1,1,2,43,0,0.0,0.0,0.0,0.0,0.0,False,7,1355,0
7924,1,0,1,39,0,0.0,21.0,63.0,677.0,0.0,False,6,1628,0
7925,1,0,1,21,0,32.0,640.0,0.0,0.0,0.0,True,6,1629,0
7926,1,0,3,24,0,0.0,0.0,608.0,37.0,0.0,False,6,1630,0
7927,3,0,1,35,0,0.0,0.0,0.0,0.0,0.0,False,5,542,1
7928,3,1,1,61,0,0.0,0.0,0.0,0.0,0.0,True,6,1736,1
7929,1,0,1,21,0,0.0,5.0,0.0,687.0,10.0,False,6,1737,1
7930,1,1,3,14,0,0.0,0.0,0.0,0.0,0.0,True,7,1379,1
7931,3,0,3,38,0,1161.0,0.0,19.0,0.0,0.0,False,4,263,1
7932,1,1,3,23,0,0.0,0.0,0.0,0.0,0.0,True,7,1356,0
7934,2,0,3,66,1,0.0,1828.0,1.0,1873.0,45.0,False,5,556,0
7935,1,1,1,56,0,0.0,0.0,0.0,0.0,0.0,False,7,1380,1
7937,2,0,3,49,0,0.0,2808.0,1083.0,110.0,1132.0,False,2,331,0
7938,2,0,3,21,0,2.0,4887.0,64.0,4952.0,1734.0,False,2,331,0
7939,3,0,1,27,0,244.0,0.0,492.0,297.0,23.0,True,4,252,0
7940,1,0,1,23,0,0.0,1.0,51.0,1711.0,219.0,False,6,1633,0
7942,1,0,1,49,0,188.0,0.0,143.0,1443.0,555.0,False,7,1382,1
7943,1,0,1,38,0,0.0,847.0,3.0,34.0,0.0,False,7,1382,1
7944,2,1,1,60,0,0.0,0.0,0.0,0.0,0.0,True,2,332,0
7945,1,1,3,47,0,0.0,0.0,0.0,0.0,0.0,False,7,1358,0
7946,2,1,1,29,1,0.0,0.0,0.0,0.0,0.0,True,4,253,0
7947,1,1,1,19,0,0.0,0.0,0.0,0.0,0.0,True,7,1360,0
7950,3,0,3,35,0,319.0,0.0,6331.0,8.0,0.0,True,6,1635,0
7951,1,0,1,28,0,0.0,62.0,3.0,667.0,0.0,True,6,1740,1
7952,1,1,2,22,0,0.0,0.0,0.0,0.0,0.0,False,7,1384,1
7954,2,0,3,37,0,18.0,4754.0,1.0,1254.0,2.0,True,3,283,1
7955,3,0,1,31,0,49.0,322.0,977.0,0.0,0.0,True,6,1743,1
7956,3,0,1,33,1,1264.0,1787.0,36.0,473.0,337.0,False,4,254,0
7957,2,0,1,48,0,3784.0,917.0,146.0,1770.0,880.0,False,2,279,1
7959,2,1,3,18,0,0.0,0.0,0.0,0.0,0.0,True,2,279,1
7960,1,0,1,44,0,0.0,0.0,2036.0,2.0,1.0,True,6,1744,1
7961,1,1,3,22,0,0.0,0.0,0.0,0.0,0.0,True,7,1385,1
7962,1,0,1,18,0,490.0,0.0,54.0,195.0,0.0,False,6,1746,1
7963,3,1,1,48,0,0.0,0.0,0.0,0.0,0.0,True,6,1747,1
7964,3,1,1,2,0,0.0,0.0,0.0,0.0,0.0,True,6,1747,1
7965,3,0,1,0,0,0.0,0.0,0.0,0.0,0.0,True,6,1747,1
7966,1,0,1,43,0,21.0,0.0,863.0,0.0,0.0,False,7,1364,0
7967,1,0,2,51,0,590.0,28.0,73.0,0.0,82.0,False,7,1365,0
7968,1,0,3,48,0,0.0,717.0,0.0,0.0,10.0,True,6,1637,0
7971,2,0,1,41,0,0.0,0.0,0.0,0.0,0.0,False,1,102,0
7973,2,0,3,56,0,53.0,3033.0,0.0,140.0,6102.0,False,3,320,0
7974,2,1,3,26,0,0.0,0.0,0.0,0.0,0.0,True,2,333,0
7975,1,0,1,21,0,11.0,0.0,0.0,839.0,0.0,False,7,1369,0
7977,1,0,3,23,0,348.0,210.0,0.0,0.0,1.0,False,6,1642,0
7978,2,0,3,28,0,0.0,101.0,0.0,0.0,12143.0,False,5,559,0
7979,3,1,1,40,0,0.0,0.0,0.0,0.0,0.0,True,6,1643,0
7980,3,0,1,39,0,5327.0,0.0,290.0,0.0,0.0,False,6,1643,0
7983,1,0,1,24,0,686.0,0.0,13.0,0.0,0.0,False,6,1645,0
7984,3,0,1,45,1,1093.0,950.0,341.0,0.0,0.0,False,4,266,1
7985,3,0,3,33,0,1914.0,5.0,0.0,0.0,228.0,True,4,266,1
7986,3,1,1,19,0,0.0,0.0,0.0,0.0,0.0,False,5,544,1
7987,1,0,1,15,0,114.0,161.0,22.0,419.0,0.0,False,6,1647,0
7988,1,0,1,18,0,0.0,0.0,7.0,717.0,0.0,False,6,1753,1
7990,3,1,1,37,0,0.0,0.0,0.0,0.0,0.0,True,6,1648,0
7992,3,0,1,19,0,0.0,0.0,0.0,0.0,0.0,False,5,545,1
7993,3,0,1,17,0,387.0,0.0,28.0,2183.0,0.0,False,6,1756,1
7994,1,0,2,58,0,487.0,0.0,195.0,0.0,7.0,True,5,547,1
7995,2,0,1,18,0,0.0,1878.0,0.0,18572.0,10028.0,False,2,280,1
7996,2,0,3,25,1,0.0,3978.0,0.0,266.0,597.0,True,2,280,1
7997,2,1,1,39,0,0.0,0.0,0.0,0.0,0.0,True,2,334,0
7998,2,1,3,40,0,0.0,0.0,0.0,0.0,0.0,True,2,334,0
7999,3,0,1,27,1,3.0,952.0,208.0,951.0,0.0,False,5,548,1
8000,3,0,1,3,0,0.0,0.0,0.0,0.0,0.0,True,6,1758,1
8001,3,1,1,18,0,0.0,0.0,0.0,0.0,0.0,True,6,1758,1
8002,1,1,3,18,0,0.0,0.0,0.0,0.0,0.0,True,7,1391,1
8004,1,0,1,22,0,3.0,214.0,0.0,0.0,591.0,False,7,1392,1
8005,2,0,1,34,0,0.0,3636.0,0.0,70.0,27.0,True,1,88,1
8006,1,1,2,19,0,0.0,0.0,0.0,0.0,0.0,False,7,1377,0
8007,3,0,1,26,0,5757.0,0.0,206.0,0.0,0.0,False,6,1651,0
8008,2,0,1,33,0,0.0,739.0,0.0,140.0,6901.0,False,1,89,1
8010,1,1,1,18,0,0.0,0.0,0.0,0.0,0.0,True,7,1378,0
8011,3,1,1,40,0,0.0,0.0,0.0,0.0,0.0,True,6,1653,0
8013,3,1,1,8,0,0.0,0.0,0.0,0.0,0.0,True,6,1653,0
8014,3,0,1,54,0,1763.0,0.0,11.0,0.0,0.0,False,6,1653,0
8016,3,1,1,56,0,0.0,0.0,0.0,0.0,0.0,True,6,1654,0
8017,1,0,2,21,0,4.0,3.0,149.0,17.0,442.0,False,7,1379,0
8018,2,1,1,25,1,0.0,0.0,0.0,0.0,0.0,True,3,323,0
8019,2,1,1,33,0,0.0,0.0,0.0,0.0,0.0,True,3,323,0
8020,1,0,1,22,0,4.0,0.0,72.0,21.0,600.0,False,6,1655,0
