,0_pre-RR,0_post-RR,0_pPeak,0_tPeak,0_rPeak,0_sPeak,0_qPeak,0_qrs_interval,0_pq_interval,0_qt_interval,0_qrs_morph4,1_pPeak,1_tPeak,1_rPeak,1_sPeak,1_qPeak,1_qrs_interval,1_pq_interval,1_qt_interval,1_st_interval
8625,131,136.0,-0.0346502450988351,0.939297383838912,0.8743276972323547,0.8743276972323547,-0.0548202376267223,16,6,23,0.3126098552291564,-0.0101624816423563,0.0448074154987841,0.0493843799296914,-0.1593533184877528,-0.0182448233947069,25,7,53,21
10629,166,241.0,0.6473007963693962,0.0992018547874403,0.9395654484580144,-0.6780600748974632,0.2716266165142941,29,46,98,-0.4019559035177465,0.0972436959222417,0.6639613609518169,-0.3907372803851432,-0.8596357418201709,-0.3907372803851432,6,22,69,41
4416,366,382.0,0.2221156148362904,0.3332017790058184,1.2822215503952803,-1.0222149360482888,0.1153274537036525,28,5,143,-0.4923290810306204,0.3325566517084021,-0.0932348563045334,0.7502599674776315,-0.3826013750758337,-0.4513558419501907,25,8,45,12
20457,266,653.0,0.0376174513338585,0.5501232137149048,0.5424359922515102,0.5424359922515102,0.0313137449069666,27,4,32,0.2090136056919813,0.0494921067434675,0.4134321999842347,0.035328137696131,-0.4003331902756948,-0.0105891989088026,23,26,60,11
15652,220,218.0,0.1475129012063829,-0.3914708496887176,1.0381316079199423,-0.6844758033241694,-0.1357923459288001,41,18,68,1.0304258603022425,0.0118027787566183,0.6277150092652929,0.373209556756426,0.373209556756426,-7.942938692659596e-05,7,3,15,5
8940,139,143.0,0.0856005643040641,1.1681345567830546,1.1285898603796112,1.1285898603796112,-0.0915876469419889,35,26,62,0.1456040994402606,0.0584978162977369,0.0604008080017471,-0.0437642242314033,-0.0437642242314033,-0.1166701055587694,4,9,18,5
21811,193,226.0,0.7329741517017777,0.066837476110925,-0.8737545204988416,-1.8906300274540224,-0.8737545204988416,6,10,56,-1.792344504897992,-0.0677669948395003,-0.5942403980822436,-0.707129707260717,-0.707129707260717,-0.7214225779871958,1,22,28,5
15186,230,217.0,-0.0056655334539636,0.1521665327049713,0.1570198874905889,-0.5054147455105249,-0.0200527754447106,15,5,30,-0.2815077064039092,-0.0001270299442868,-0.0493566049453124,-0.1092764517096817,-0.1092764517096817,-0.1170223926024248,2,17,25,6
15764,243,261.0,0.1546479721188925,0.2270452947359382,1.121421350574309,-0.8120702743358638,-0.1268130464003962,44,16,94,1.0986310581799952,-0.0241803017082891,0.6180492441185895,-0.0688437373312836,-0.0688437373312836,-0.0688437373312836,0,5,17,12
22,289,301.0,-0.0195205379697857,-0.3190195763046921,1.047378263168943,-0.4470533413832916,-0.0246759397674549,23,2,31,0.087983752108271,0.0454410012825149,0.0482085953746344,-0.0033466025210191,-0.0661940617540903,-0.0456878435840297,17,16,42,9
2934,285,290.0,-0.0301685921963539,0.4367813748402055,0.7815675913346506,-1.6933272813568503,-0.2614846653552068,59,11,95,0.7815675913346506,-0.0888329063887574,1.0014916747505458,-0.8451784227205645,-0.8451784227205645,-0.8748428981163159,1,16,27,10
14718,424,422.0,-0.0639733471294514,-0.5926557351799,1.4430153771261285,-0.7942157182447505,-0.0648566215359081,39,3,50,0.6500307657907642,0.0391613998435892,0.2414294206922169,-0.6974334736834076,-0.6974334736834076,-0.6974334736834076,0,13,24,11
16874,182,446.0,0.2468713797279801,0.296966409006652,1.3169651442652457,-0.7586621609246181,0.0916055072891798,37,26,148,-0.2298626756593563,0.6488073295233259,0.3527177266545902,0.4064209368007053,0.2980342328853554,-0.4805297213630188,62,91,158,5
6597,338,359.0,0.1378771770034969,0.5913790484644675,-0.4379668700303774,-0.7783043185018523,-0.4379668700303774,6,19,49,-0.7401902457111342,0.0886899823769601,0.5939071037513846,-0.4037058891004025,-0.4180039911530944,-0.4037058891004025,1,24,44,19
19459,313,340.0,0.0615714867362361,0.2246125364045741,1.2599004530365685,-0.8476646058714034,-0.0349065779764712,20,7,47,-0.44093577742946,0.0141310707559196,0.6636661540271078,-0.0833654996619528,-0.1875738105423273,-0.0833654996619528,4,4,23,15
18634,162,157.0,0.0513844024004417,0.1284006591632548,0.6914020905430807,-0.2271457692058309,-0.0220050425272393,20,6,49,-0.0407109420096994,0.007576799639018,0.3535233071777253,-0.5030967049272815,-0.7853836293391655,-0.5030967049272815,4,7,22,11
21405,249,209.0,0.2034049381467142,-0.2886735152834843,1.4296828574034333,-0.8237944224346115,-0.1919689162629363,42,24,115,0.6002176052737568,0.0745302389265554,0.6821965111048782,-0.4352469943816671,-1.679639763224433,-0.4352469943816671,7,6,36,23
12489,294,300.0,0.3954276163244198,0.2127390803944033,0.4363841169181538,-0.3712626603387686,0.054743952397645,24,8,101,-0.2792462880072747,0.0437936140577782,0.6136850811200205,-0.277309239299115,-0.277309239299115,-0.703603377448138,9,22,55,24
4833,492,425.0,0.0431894531146065,0.6900863418585316,0.676946144257547,0.676946144257547,-0.1087031994764354,39,27,67,0.1168935729855661,0.0337679807371551,0.2905459320900823,-0.6960587400415292,-0.8371988469142695,-0.6960587400415292,3,10,25,12
20591,268,268.0,0.0445140599813274,0.654438564041797,0.6191380737525517,0.6191380737525517,0.034576672245447,20,5,26,0.28978456439155,-0.0033177063768895,0.2904963497964824,0.0136535064348144,-0.2965767511113704,-0.0036124057716803,16,2,29,11
16926,149,480.0,0.4564803059210713,0.9700645307593018,1.383161452194976,-1.900798021215716,0.4166208243190284,36,11,99,-0.4080274803297614,0.8378426494120816,0.340583433404563,-0.018158137421629,-0.018158137421629,-0.6446699926945392,27,84,125,14
19593,360,335.0,0.0177848759486391,0.0990445915336812,1.234895083328711,-0.7599524897662612,-0.0867575125001347,20,8,55,-0.4080195082297528,0.0549157441700891,0.6860108470799204,-0.1018882017342296,-0.1666247912060253,-0.1018882017342296,3,6,25,16
21077,196,224.0,1.0016587123627665,-0.0665819593258516,-0.7569361739340613,-1.949034236248938,-0.7569361739340613,6,9,41,-1.8054187902218208,0.097207484823463,-0.5741701371607478,-0.7708307650039741,-0.7708307650039741,-0.8109910466428516,2,18,25,5
19781,264,248.0,0.0363082301284806,0.5272558360356655,0.5146879042073196,0.5146879042073196,0.03609679757279,16,1,18,0.2649876111799194,0.0199598601228523,0.3786834896852574,-0.007543437543332,-0.3859960792643839,-0.007543437543332,8,2,21,11
8022,198,280.0,0.2470530959124886,0.9335603255750604,0.9038917452976304,0.9038917452976304,-0.2674788116868826,92,27,121,0.2259823583925829,0.0086570431225407,0.7666824917860866,-0.8126683011474486,-0.8145617974190728,-0.8126683011474486,1,23,62,38
56,194,426.0,-0.0638608145726414,-0.3118338766590198,1.2836155254678296,-0.3200584882182622,-0.0984626661317319,23,5,31,0.0326654900457378,0.0090715866937051,5.100453052174351e-05,0.0025756698517416,-0.001227622787309,0.0025756698517416,3,4,10,3
3412,190,478.0,0.3069017381411832,-0.3639918278862519,2.094521248093141,-2.029809531571296,-0.2776583770520649,81,32,166,0.9627823584405474,0.0622983738319601,0.9979114480863048,-0.932274553900378,-1.592571134091937,-0.932274553900378,7,9,46,30
10416,189,211.0,0.402865609242611,0.4117327796384504,-0.6385741992643287,-0.94953351051057,-0.6385741992643287,5,10,43,-0.933264602420917,0.0894368059470382,0.0078701730006612,-0.0580164911148949,-0.0580164911148949,-0.2275396291490884,108,25,189,56
2855,144,371.0,0.8025387549912689,0.4743987513544279,1.5444099754686451,-1.4946104340700093,0.783281602191413,52,6,135,1.0120753952431043,0.0607000709604636,0.2123530222497513,-0.3139878675644064,-0.4968553570766021,-0.3139878675644064,3,5,25,17
400,220,302.0,-0.057527618245151,-0.2463949964759744,1.5617348046482158,-0.8690455906488012,-0.0631634433331878,23,3,46,0.1043220356067463,0.0435342850055627,0.2025319761944274,-0.0518052461482151,-0.0518052461482151,-0.0518052461482151,0,18,28,10
2986,270,270.0,-0.1697050031905223,0.8707730396879344,0.8465041096846838,0.8465041096846838,-0.2418348154572969,20,7,28,0.581101128473855,-0.0982987727245117,1.1657801613310037,-1.0104624926889785,-1.0104624926889785,-1.0218759693001946,1,14,26,11
12764,312,306.0,0.1244315708572355,1.7253166222610474,1.6828793021828894,1.6828793021828894,0.0581579231174237,9,8,18,1.2497316411745285,0.1338048896234057,0.099956959300982,-0.0507156129908475,-0.2907973729123282,-0.0507156129908475,5,5,19,9
19603,361,340.0,0.0149834469714598,0.0889731323462888,1.3334499497119865,-0.7682980370533788,-0.1010753194971453,22,10,51,-0.4026400260507396,0.0688584653193174,0.7824977122710979,-0.0941907313674963,-0.2017189724468475,-0.0941907313674963,4,5,24,15
10251,270,282.0,0.1006701872234491,-0.6025080913418367,1.3015001168304947,-0.9992493629094344,-0.1287443524718948,45,24,78,0.7948226528705019,0.0195675272067199,0.4729444190692299,-0.1254798197047022,-0.844709834575149,-0.1254798197047022,10,12,44,22
6605,367,347.0,0.1251770285734427,0.5720599564603228,-0.4629846090342474,-0.8456228795974637,-0.4629846090342474,6,17,46,-0.8008512009247281,0.0739709052076307,0.5550373814917438,-0.4261262190374895,-0.4384909081516695,-0.4261262190374895,1,27,45,17
20354,268,696.0,0.0526736996153451,0.5811516164087023,0.5518593164011916,0.5518593164011916,0.0396406069745967,15,6,22,0.3412134782150328,0.0013335118215728,0.364641353557153,0.013744035490226,-0.3856648912731737,-0.0137520952711482,18,7,36,11
13871,194,291.0,0.0461020598263603,1.0454165442437984,-1.1046407977173576,-1.8251508212745464,-1.1046407977173576,5,12,53,-1.7944273301985212,0.0131410341038537,0.0790848653020208,-0.1160183965712945,-0.1160183965712945,-0.1160183965712945,0,48,68,20
14915,228,243.0,0.3484418769435987,-0.0052810145517759,-0.2325186192117354,-0.6417727933090747,-0.2325186192117354,6,9,27,-0.5936797828455227,0.0252326253564891,0.2805905169779589,-0.2074134390518044,-0.2074134390518044,-0.2578530211255015,3,18,30,9
19073,214,417.0,-0.0381144939765304,0.575787478608803,1.723876210159417,-1.3905637225098846,-0.0884703905065708,44,6,155,0.134470104193281,0.0121540741308697,0.8545124104307446,0.791929337690861,0.791929337690861,-1.018111532593157,16,26,45,3
11632,297,291.0,-0.0904270572085069,-0.1878384373059679,1.0615730123793548,-0.542667695420023,-0.1667647436985597,21,8,37,0.1413987299497385,-0.042897497734129,-0.0896790537531013,0.5684411223092687,-0.3533660961557193,-0.0971232102239348,20,7,36,9
11582,287,279.0,-0.064435711578423,-0.1410635552192803,0.917928027089795,-0.4509340340497233,-0.1656540615998487,20,11,39,-0.1266544636685483,-0.0249838323690404,-0.0951265079704016,0.489138639201193,-0.2699459219111605,-0.1064798002555887,19,13,41,9
12914,426,421.0,-0.0818643900473887,0.0273959689504189,0.4518516394892146,-0.6725538958744371,-0.0889733870054083,29,4,44,0.1040201584678676,-0.0925403141164227,-0.1616013110907809,0.9235928102046084,-0.6752109029895706,-0.1077209526177006,31,6,46,9
22050,202,135.0,0.9356487284758572,0.0169928545296813,-1.46198719438017,-2.202400264803908,-1.46198719438017,5,11,36,-2.1770113279452605,0.0124722637538461,0.9535342880641824,1.4186809035132024,-1.8578983870229289,-0.1519285863578603,51,9,147,87
18069,160,342.0,0.1334485010139055,-0.3266806042385377,1.03452243114102,-0.5651283702985047,-0.0385460425327924,58,25,91,0.5977791396933714,0.1229403477476005,0.7406613092267688,-0.6604636640018519,-0.8206392270226585,-0.6604636640018519,5,16,59,38
16929,315,323.0,-0.087813342013981,-0.635138486228227,1.6655291110293766,-0.6735898752751642,-0.0890997584259511,41,2,47,0.9846406489722648,0.1609296416281377,0.7541172450690695,-0.7311331136423821,-0.7801802564982401,-0.7311331136423821,2,13,55,40
12664,427,410.0,-0.0286090345326431,1.7066028897815635,1.6872079060280316,1.6872079060280316,-0.1125459992513972,11,7,19,1.038079035344068,0.1507905511990741,0.0831542110030501,-0.1661661302395009,-0.3654796607906468,-0.1661661302395009,4,6,21,11
6554,308,300.0,0.1452226222778128,0.6821545154556276,-0.4777709531550707,-0.860347621150845,-0.4777709531550707,5,17,46,-0.8262492639801022,0.0679599585736851,0.6387034149193804,-0.4111804290077974,-0.441327752473176,-0.4111804290077974,2,22,41,17
8780,129,121.0,-0.0745494811855926,1.273464993958764,1.2534726085785786,1.2534726085785786,-0.0815252725228388,25,4,30,0.4279926200369386,0.1092067821262286,0.0134475180362014,0.0758220212972775,-0.3204358841808631,-0.0650403283790893,47,25,87,15
13017,356,358.0,0.0445454140451884,-0.1106897489447495,0.6107231828899663,-0.4394818558810162,-0.0466121088098381,42,18,111,0.174725838956482,0.0662991162402094,0.4166819872539849,-0.887624615996798,-0.887624615996798,-0.8970256405069641,1,13,27,13
19310,305,315.0,0.2173231860315384,-0.0491989718858768,0.9345801924369148,-0.1629076034279786,-0.0334543760747247,26,15,49,0.3388323947285996,0.254078190368478,1.1900243608516727,-1.8443703396480204,-1.8443703396480204,-1.908214969178208,1,13,26,12
7258,220,163.0,0.1499573329885281,1.3315971080967066,1.268369326370652,1.268369326370652,-0.0310130788497768,32,15,50,0.9190937978752028,0.0116490078908564,0.6347851744203812,-0.6187314893886089,-0.6187314893886089,-0.6187314893886089,0,24,47,23
20060,264,771.0,0.0716074092402727,0.5481391951585176,0.5247311329936335,0.5247311329936335,0.0527235836206298,13,6,20,0.3525862546674051,-0.0044320723852857,0.3851838995717841,0.0220124167435845,-0.4664945802159417,-0.0249670555783777,19,6,36,11
15234,126,326.0,0.2276339073754668,0.394161506483643,-0.2639177863641347,-0.4801040678926851,-0.2639177863641347,4,7,42,-0.463649269314082,-0.0161001242218611,0.3990033123690351,0.3354376274967175,0.3354376274967175,-0.0733323151839536,13,8,25,4
5781,152,140.0,0.4695404859046969,0.9972955550748004,-1.468599593057969,-1.918424937634828,-1.468599593057969,4,10,32,-1.885211677934847,0.0245101438168222,0.4645261831631098,0.4523571571553145,0.4523571571553145,-0.1484318684990112,16,7,24,1
12241,248,258.0,0.307036513399114,-0.0931889724804824,1.5232028955479628,-0.3240042614061046,0.2704161477987838,37,7,80,0.2598634921303304,-0.0805245592275337,0.3454490595866525,-0.1575296395349014,-0.2256747609994611,-0.1575296395349014,4,4,33,25
18978,223,417.0,0.0011493695369679,0.5320494983069372,1.495267255253811,-1.3336084157248065,-0.0599670323384822,49,14,172,-0.2712493211562785,0.0362822685214317,-0.0566320963894488,0.9384742583051998,-0.0677252360410118,-0.9394704914436844,42,30,80,8
20887,268,272.0,0.0713708298512845,0.6775807504657977,0.6682785183133152,0.6682785183133152,0.0482396302939477,14,7,22,0.4423720385487765,0.0172695801059304,0.2891695359624933,0.0390395279841597,-0.2843886250215834,-0.0106853471054173,21,7,39,11
19331,309,273.0,0.1271470980113353,-0.0297289902392647,0.7863463263369592,-0.180508749076866,-0.0311028451992469,27,12,47,0.2995849577841531,0.1698627300856487,1.2126030602232185,-1.6603574940210568,-1.6603574940210568,-1.861114142939703,2,32,44,10
19197,319,282.0,0.0957286191345153,0.2943956118853241,-0.0159025415053523,-0.0159025415053523,-0.1556696674188486,7,13,26,-0.0942305399861769,0.2113495822908605,1.1577388868968703,-1.666696045725012,-1.666696045725012,-1.7734315021554776,1,16,27,10
7233,181,190.0,0.201042741391366,1.239449698876438,1.1449798030576106,1.1449798030576106,0.1067404912315847,25,8,37,0.9900882922013446,0.0925648791398033,0.744782627332295,-0.2850512370769346,-0.3241462211208574,-0.2850512370769346,3,14,42,25
16297,212,206.0,-0.182957599554557,0.9186664439585168,2.1114169072514453,-1.8862102658039928,-0.2325254449121248,38,5,127,0.5456906019645766,0.2942267013040284,1.982162526087943,-1.97956891465901,-1.97956891465901,-2.7484519019075098,9,13,40,18
11736,312,312.0,-0.0047316600176766,-0.2485056360555911,1.7808147744690386,-0.7604755391834278,-0.0899107805737919,21,7,36,0.5828647249280702,0.0600505552761291,1.0505980584567816,1.0102542642243353,1.0102542642243353,0.0479598920445856,12,7,20,1
14691,407,378.0,0.0969234028137404,-0.4318591340774187,1.0032568362724406,-0.5811089011144148,-0.0867177218161152,54,32,94,0.929990542924832,0.0575099951457574,0.3934387465956723,-0.9968959648180766,-0.9968959648180766,-0.9968959648180766,0,13,26,13
519,179,326.0,0.4312133847235495,0.5265689127923883,-0.6971763839257201,-1.62432613632133,-0.6971763839257201,6,7,41,-1.5350497113925174,0.0024897891390437,0.6444252921612506,-1.1251961513440143,-1.3286127748660927,-1.1251961513440143,2,9,23,12
1755,248,251.0,0.0112862358521647,-0.1438018349361373,0.5298373454873107,-0.6657071183577401,-0.164527022422288,43,20,77,0.3991041373884026,-0.0003897484118592,0.2016344725791476,-0.0167480477224272,-0.1526350595382962,-0.0167480477224272,10,5,26,11
4508,417,470.0,0.2756722826083574,0.4307145266140973,1.9762770627540749,-1.271150977163422,0.0960435496402793,26,5,145,-0.3207425836079671,0.1744735654797438,0.1806215240505305,0.336381556914205,-0.1061222725682296,-0.553177067380331,17,8,46,21
21654,150,258.0,0.8258187046648593,0.9671835572070988,-0.6948451437035067,-1.6157176931102195,-0.6948451437035067,6,8,47,-1.546978482821454,-0.238449108751663,0.7200312792869288,-0.2558973467356898,-0.2558973467356898,-0.3050539268326789,3,10,31,18
12919,373,373.0,-0.020328479235948,-0.0525607307560646,0.7065289709891958,-0.6844784927277479,-0.0275871484235128,25,3,38,-0.1212477803767317,-0.0292598254615847,-0.2199938187367918,1.1234982482763478,-0.6552068008335666,-0.0502389353391998,25,6,40,9
17017,310,327.0,0.0186434114496072,-0.3877061560186384,1.51949506527075,-0.4147823099811597,-0.1009209219704086,56,26,85,1.515130818575371,0.1219577253270466,0.7978625278080343,-0.6542944728114448,-0.8906019853471157,-0.6542944728114448,5,11,49,33
5263,203,129.0,1.767075428912785,0.4700114033833459,1.3915481503037883,-0.7703349987517432,-1.2768721546106356,108,76,245,0.9875811017192322,0.0858884470444299,0.1042799512247671,-0.1316031573921515,-0.3410477407445855,-0.1316031573921515,8,8,30,14
1069,381,391.0,0.1306450328743558,-0.2007716849691293,0.4982631056516582,-0.7862770184712496,-0.1994680418502548,68,14,96,0.4977605409186281,0.006350860580853,0.5966364633671689,-0.7511007174419847,-0.7511007174419847,-0.7839951310699246,2,14,46,30
8340,218,287.0,0.1344432993076869,0.9700751891713564,0.9680818198850067,0.9680818198850067,0.0484518407351889,26,11,38,0.7624030238651287,-0.0238695164829313,0.3779735861950792,-0.6675333681535187,-0.701582743589709,-0.6675333681535187,3,20,45,22
8419,175,154.0,0.4586419585917137,1.0130562775850909,0.9798887075949352,0.9798887075949352,0.234608938508352,28,45,75,0.7832705263593548,-0.0873039901701986,0.3049261792997618,-0.596554848571312,-0.6780537930112104,-0.596554848571312,4,16,39,19
22047,129,215.0,-0.0913929645057181,-0.2483634823033803,1.3547621043863718,-0.749728121195612,-0.1070072426528149,30,3,86,-0.2495705208496132,0.1205114431870569,0.7619426811540537,-0.3052803411785944,-1.9650803728252453,-0.3052803411785944,8,5,35,22
16979,138,435.0,0.4200340480249869,0.9361573689509496,1.321825244070454,-1.665846380541866,0.3978162634112817,32,7,88,-0.2673132416764878,0.7282678249195083,0.3647719589212101,-0.0360451340198193,-0.0360451340198193,-0.5795030561540304,21,81,114,12
6611,363,346.0,0.125140289191969,0.5645969193516782,-0.4481596902110114,-0.7744133990386705,-0.4481596902110114,6,17,46,-0.7383200852129479,0.076992901081622,0.5285250598980182,-0.4050890914668884,-0.4332280054617947,-0.4050890914668884,2,30,48,16
18869,358,282.0,-0.0011539631124889,-0.0376903970671888,0.5397756252416573,-0.1332214323523341,-0.1280464066347462,26,10,45,0.151272683197103,0.121008031284677,1.2134736318912436,-1.8556050399862527,-1.8556050399862527,-1.871294605666404,1,16,28,11
665,187,453.0,0.7098280669832198,0.9048016151022118,0.8938434735426881,-1.5645107637878253,-0.5242904200671548,59,45,201,0.2874816840735446,-0.1939552919891085,-0.0498716105170375,-0.1220650019088175,-0.1220650019088175,-0.6445377307556245,10,26,39,3
17277,205,313.0,0.5550704404184957,0.937764709887133,1.3854240688069115,-1.7072584885991235,0.2603569676034045,54,26,186,0.4533709228646737,0.9207966948300588,-0.1139375829764544,0.8785705571387706,-0.5890923397984431,0.8785705571387706,12,2,21,7
13796,198,143.0,0.2359087103155579,0.6904060278350554,-0.4598702019240615,-1.2661493268537924,-0.4598702019240615,6,6,47,-1.1955995912139836,0.0119068642221567,0.0809033256677986,-0.0903489531007965,-0.0903489531007965,-0.0986942726374163,3,22,40,15
21594,212,126.0,-0.1290054907146551,-0.3141542557633814,1.3436572085009106,-0.8059067289480389,-0.1331944515190047,34,4,83,0.139791038016268,0.0634541463222707,0.6061471226036008,-0.160260713825038,-1.6327264101164551,-0.160260713825038,8,4,33,21
716,191,429.0,0.4842725282408563,0.8882689903221421,0.9341125525442916,-1.5661121408451024,-0.4344208350770396,74,38,187,0.8269807268219856,-0.0173691399883184,0.6350584507299797,0.1142746268798746,-1.075995786636361,-0.0243303452324899,32,8,52,12
5780,135,264.0,0.0983703206223907,0.1626512047876694,0.867848567281043,-0.5960826147197394,0.0633261721475947,43,6,106,0.242244814561422,0.0402921765095087,0.2501817858046015,-0.5701938260465175,-0.6737144392064596,-0.5701938260465175,3,8,27,16
12787,315,342.0,0.1424699751635094,1.863000325397766,1.8423835017894208,1.8423835017894208,0.0741658475610343,10,7,18,1.4466584151815278,0.1113143037899049,0.0614894104144806,-0.0905088503064603,-0.2793559214244637,-0.0905088503064603,4,5,20,11
17882,175,295.0,0.0953766849345934,0.4697167908429485,-0.2228529714974623,-0.4387459070209545,-0.2228529714974623,6,15,97,-0.4153910958634693,0.1873616041616766,0.8812677574184312,-0.5261476917643961,-1.038810756448607,-0.5261476917643961,7,51,98,40
1699,253,252.0,0.0241910735244116,-0.004224852058905,0.5118661194982321,-0.5748288272341892,-0.1539398681584949,42,23,121,0.3657809955932463,0.0208935759878289,0.2549754664980271,0.0186774385743279,-0.1241119206294979,0.0158844931297352,15,4,31,12
12035,248,251.0,0.1487814697029051,0.2416963813212309,1.199968637740746,-0.6515925297725816,-0.1558566036906389,59,17,148,-0.2386754494696049,-0.0355829731895189,0.2490255946266469,-0.3697155198291947,-0.4059684549574491,-0.3697155198291947,2,16,40,22
12164,222,238.0,0.075352102241853,0.227244266158971,1.0657391424938223,-0.5243435761416878,-0.1577547365033353,47,18,143,0.7337337068217266,-0.014456895240186,0.0599648363937539,-0.0747350751616682,-0.1614635246044618,-0.0747350751616682,5,4,30,21
1877,262,259.0,-0.0007673358479922,-0.1218025525521505,0.4845389186206879,-0.6067764214683723,-0.1627637701699548,40,20,74,0.3233000798805573,0.0078682953107266,0.3272725963653401,-0.0048093884655196,-0.1423053087756701,-0.0048093884655196,10,7,28,11
17227,250,242.0,-0.046897374037064,1.2221001200987036,1.2181569051726338,1.2181569051726338,-0.0618153150866325,29,7,37,0.6416397978535194,0.1401632996315763,0.6930463266260988,-0.573284647277757,-0.6479076417721221,-0.573284647277757,3,12,49,34
21409,186,208.0,1.0916071288979623,-0.2884948987518306,-0.72396748198912,-2.020085289102146,-0.72396748198912,6,9,33,-1.906863100007752,0.039966331286329,0.4034159165697243,-0.7149909438645011,-0.8713483228575485,-0.7149909438645011,6,28,51,17
7320,165,253.0,0.1965610047545737,1.2049112241545783,1.1977282730621657,1.1977282730621657,-0.0329706202443521,54,25,80,0.5959524126184085,-0.0214337007608872,0.6976885609381127,-0.6732460636836421,-0.767134226369588,-0.6732460636836421,5,34,74,35
9724,148,205.0,-0.0336947472970718,0.2392831963664584,1.7288050799579386,-1.4754334347285647,-0.0352237845648837,38,2,102,0.1831235326090079,0.0454382090574698,0.2622646677130609,0.1084366797590746,0.0045260171041576,-0.009883988334172,21,11,48,16
20025,262,263.0,0.061265288227605,0.6730175032875717,0.6411656250750926,0.6411656250750926,0.0503339315904705,15,6,22,0.4032058602130572,0.021739629523787,0.3694136262740829,0.0103771282129115,-0.3751345405027942,-0.0210570875310788,18,9,38,11
6800,329,335.0,-0.0284244649753743,-0.4255534918633042,0.5567958864105045,-0.4553121679794543,-0.0952955452211462,64,12,81,0.0821423099397084,-0.0439952194170108,0.0459996835663266,0.3373492406820084,-0.0737047434363018,-0.0451784058854111,42,3,54,9
4916,321,452.0,0.0338270162525931,-0.151303328644812,0.3149730234489317,-0.4541808581109925,0.0317396268604031,28,7,44,0.0423394688889099,-0.004245075257568,0.981381931401491,0.1659461306301901,-1.4106889968388436,-0.0114702946092109,28,11,52,13
7065,85,266.0,0.1933292999952973,0.4759649437987371,1.2516156211402314,-1.3723356733233152,0.0196203486473242,84,29,186,0.155420497177669,0.0161653430019901,0.3339988690529416,-0.7306635129735913,-0.7540632696751443,-0.7306635129735913,2,59,81,20
7140,215,163.0,-0.0289604704430434,1.63073445557555,1.6125813768154045,1.6125813768154045,-0.0305288995176715,22,3,26,0.8359646627359597,-0.0090224416859298,0.3131534636995924,-0.7112277116433976,-0.8541148446585718,-0.7112277116433976,3,13,29,13
2979,204,319.0,0.0116490607971785,0.3277718377744029,1.1929012745277916,-1.6026003914991325,-0.0414552911003358,27,5,59,-0.437894569810037,0.0502832843352877,1.2623650451680473,-1.257011222823326,-1.257011222823326,-1.3582925074856778,2,27,39,10
16696,196,184.0,1.791167324277041,1.1634419777236409,1.7682974040200123,-2.5318256609880603,1.7682974040200123,27,1,102,-1.3376297983469696,0.1951890310596101,2.195430329820784,-0.8626885332170229,-0.8626885332170229,-2.731673890653913,16,13,48,19
12141,259,271.0,0.0336360257133677,0.2628575829877951,1.0705174347749102,-0.5578766665440134,0.0290723480376585,31,4,116,-0.3410836836636564,-0.1545953808505223,-0.069771712270394,-0.2912365650266504,-0.3955080787742489,-0.2912365650266504,4,5,22,13
13750,204,315.0,0.1736208443270934,0.8390801341287376,-1.0087281778823023,-1.572571701470148,-1.0087281778823023,5,9,54,-1.559444756104183,-0.0007097027376089,0.0740283349277616,-0.1134973813444157,-0.1134973813444157,-0.1205064531254287,2,24,45,19
12762,357,346.0,0.0854225609014282,1.848953457753744,1.8444439706578653,1.8444439706578653,-0.0206075732540885,11,22,34,1.227819122338216,0.1713042506071345,0.1202780972304958,-0.1792259119530838,-0.3455643393940624,-0.1792259119530838,4,7,21,10
8990,238,228.0,0.0479883659035771,1.075547895909176,1.0575202822703904,1.0575202822703904,-0.006707287260722,11,7,19,0.6464113324209625,0.0191319558266651,0.0259230225286046,0.1651697017244335,-0.3368312321646667,-0.0850599704123128,25,7,47,15
6861,172,166.0,-0.1376761075258169,0.5019556485481802,-0.633434253994925,-0.9424237663472136,-0.633434253994925,5,17,46,-0.9288214318752072,-0.0045474991901247,0.582758292359523,-0.2856607753317211,-0.2996631631682319,-0.2856607753317211,2,17,37,18
8168,203,215.0,0.0038038869714969,-0.0078001496849941,-0.0094250995835029,-0.0094250995835029,-0.0117944973384052,3,11,17,-0.0104314178974525,0.0426816476384719,0.7361696950376189,-0.8485064441887272,-0.9941866534196508,-0.8485064441887272,5,18,40,17
14652,265,412.0,0.1017527005509879,-0.1289924702047411,0.3206235604367144,-0.2356009579352508,0.0963105830438745,23,3,32,-0.0366269869279818,-0.0278456201321847,1.045052225634581,0.1539067171057317,-1.5535128327198044,-0.033649070406616,32,4,51,15
18094,162,299.0,0.1269644447731056,-0.2509710156024345,0.9314616968130434,-0.4229283172751482,-0.0805033268311303,58,33,98,0.5765533248454011,0.1835922772104545,0.7976359544066829,-0.6780942550237934,-0.8949424514478637,-0.6780942550237934,5,23,64,36
8128,297,187.0,-0.0935276053663146,1.2122913076270894,1.1798060406221755,1.1798060406221755,-0.097993641407603,19,4,24,0.5008864471246925,0.0301050827287129,0.0474621027992963,0.0723413934210542,-0.0973569996212385,0.0061464771279073,17,6,39,16
